,uid,sentiment,text,clean_text,predicted,predicted_proba
12440,29000,negative,@ narendramodi Kuch samay pahle Rajiv Gandhi ji ke bare me bole the aap Abhi turant Rang badal liyeSame as Gand … https // tco / HCkTMAyzth  ,narendramodi kuch samay pahl rajiv gandhi ji ke bare bole aap abhi turant rang badal liyesam gand … tco hcktmayzth,neutral,"tensor([0.3072, 0.4877, 0.2051])"
6525,15559,negative,@ ashutosh83B ji tumhare liye Mayawati hi h baki Bjp tumhare liye Kch bhi krle tumko nhi dikhega Bjp hi phle party h … https // t . co / Re1Ladf2Cy  ,ashutoshb ji tumhar liy mayawati hi h baki bjp tumhar liy kch bhi krle tumko nhi dikhega bjp hi phle parti h … co reladfci,negative,"tensor([0.7260, 0.1580, 0.1161])"
3043,6678,neutral,💕 Good morning my Rockstar papa @ Gurmeetramrahim ji 💕 🌹 Plz bless me more sewa sumiran parmarth ka ba … https // t co / b3Y2jcTRUN  ,💕 good morn rockstar papa gurmeetramrahim ji 💕 🌹 plz bless sewa sumiran parmarth ka ba … co byjctrun,positive,"tensor([6.9374e-04, 1.0463e-01, 8.9467e-01])"
161,939,neutral,@ utkarsh _ kalia @ kavee _ thaa What ??? You want hindi for uneducated people ?? Nice having a conversation with you bro .… https // t . co / i7X4RbPXv8  ,utkarsh kalia kave thaa want hindi uneduc peopl nice convers bro … co ixrbpxv,neutral,"tensor([0.2161, 0.5384, 0.2454])"
14779,38107,negative,Chubir's fans be like hum katwane ko taiyar h aao humara kat jao sale chutias 😂  ,chubir fan like hum katwan ko taiyar h aao humara kat jao sale chutia 😂,negative,"tensor([0.8385, 0.0949, 0.0666])"
938,4604,neutral,@ sggenios997 @ ABdeVilliers17 @ OfficialCSA @ cricketworldcup Sun be madharchod Teri ma ka bhosda Randi ke Teri maa k … https // t co / cs5MwipCPL  ,sggenio abdevilli officialcsa cricketworldcup sun madharchod teri ka bhosda randi ke teri maa k … co csmwipcpl,negative,"tensor([0.9774, 0.0146, 0.0080])"
5586,13983,neutral,@ AltafWala @ pkm370 @ BhootSantosh @ cp4bhai @ MLArajeshSP @ AacharyaSahiiL @ OfficialCSA @ NiranjanTripa16 … https // t co / fB2ysCnyQ1  ,altafwala pkm bhootsantosh cpbhai mlarajeshsp aacharyasahiil officialcsa niranjantripa … co fbyscnyq,neutral,"tensor([0.3511, 0.4082, 0.2407])"
4856,12761,neutral,RT @ NIRANJANCHAWAR1 Well done @ manjrekarmahesh this time you do very well as a host . Good job Ata aamchya apexanvr pani feru nka . Next wee …  ,niranjanchawar well done manjrekarmahesh time well host good job ata aamchya apexanvr pani feru nka next wee …,positive,"tensor([0.0238, 0.3309, 0.6453])"
12821,30279,positive,@ AWGoraya Afwahain Tere baap kuttey 🐕 ke Marne ki thin lekin bhonk Kar tu Bata raha he tera baap kutta nhi khinzeer … https // t . co / cICQf4pYsc  ,awgoraya afwahain tere baap kuttey 🐕 ke marn ki thin lekin bhonk kar tu bata raha tera baap kutta nhi khinzeer … co cicqfpysc,negative,"tensor([0.9263, 0.0512, 0.0224])"
14429,36844,neutral,@ ArvindKejriwal @ msisodia @ KejriwalSunita Arvind ji apki nautankion k karan apki ek bhi seat Delhi m Nahi ayi Apka … https // t co / Z3R5nSzBMp  ,arvindkejriw msisodia kejriwalsunita arvind ji apki nautankion k karan apki ek bhi seat delhi nahi ayi apka … co zrnszbmp,neutral,"tensor([0.2981, 0.5203, 0.1816])"
7491,17369,negative,@ MaryamNSharif Ary Betichod Yeh Kia Mazzaq Hay Be Jail Se Bahar Aik Bar Bhi Koi Tabiyat Kharab Nahin Magar Andar Ja … https // t . co / X8Oocd6dLn  ,maryamnsharif ari betichod yeh kia mazzaq hay jail se bahar aik bar bhi koi tabiyat kharab nahin magar andar ja … co xoocddln,negative,"tensor([0.6809, 0.2454, 0.0737])"
12399,28936,negative,@ sanjaynirupam 70salo me apki govt ne kya diya . babaji ka thullu . sudhar jao ab bji wqt h warna 52se 5par aa jaoge  ,sanjaynirupam salo apki govt ne kya diya babaji ka thullu sudhar jao ab bji wqt h warna se par aa jaog,negative,"tensor([0.6322, 0.2352, 0.1326])"
6339,15223,positive,@ Poltergeyst _ @ UgwunnaEjikem I hope I am one of the reasons a man somewhere in not hating women I hope I am 😢😢  ,poltergeyst ugwunnaejikem hope one reason man somewher hate women hope 😢😢,neutral,"tensor([0.1496, 0.6356, 0.2149])"
5932,14543,positive,1010✨ hiiiiiiiii i hope you ’ re having a great day today . we don ’ t interact much but i hope so in the near future ! ily and good day 💛💛  ,✨ hiiiiiiiii hope ’ great day today ’ interact much hope near futur ili good day 💛💛,positive,"tensor([0.0079, 0.1692, 0.8229])"
12012,28253,negative,@ WhoSunilGrover Mehenga pad gya aapko Sir Ji Tohfa dena Par It was a very good way of gifting  ,whosunilgrov mehenga pad gya aapko sir ji tohfa dena par good way gift,neutral,"tensor([0.1022, 0.7308, 0.1670])"
10706,25346,positive,RT @ vaishnavikhare3 Happy Birthday to my favourite actress @ sonakshisinha ♡ I am ur diehard fan a small fan in this huge world who watche …  ,vaishnavikhar happi birthday favourit actress sonakshisinha ♡ ur diehard fan small fan huge world watch …,positive,"tensor([0.0244, 0.2700, 0.7056])"
1403,31281,positive,@ SirPareshRawal @ narendramodi Happy birthday sir Aapne hame bahot hasaya aur bahot hi achi Achi filme di issi tar … https // t co / BMGr8dIQCc  ,sirpareshraw narendramodi happi birthday sir aapn hame bahot hasaya aur bahot hi achi achi film di issi tar … co bmgrdiqcc,positive,"tensor([0.0136, 0.1272, 0.8593])"
10757,25512,positive,13/14 yo niggas - baby mai chahti hun is eid mai jis colour ka dress pehnu tum bhi same usi colour ka dress pehno wh … https // t . co / hbtZ0uaKjy  ,yo nigga babi mai chahti hun eid mai ji colour ka dress pehnu tum bhi usi colour ka dress pehno wh … co hbtzuakji,neutral,"tensor([0.3202, 0.5125, 0.1672])"
7780,18164,positive,RT @ StupidLarka420 As salam O ali'kum Gud MorninG 💕🌸  ,stupidlarka salam alikum gud morn 💕🌸,positive,"tensor([0.0119, 0.1847, 0.8034])"
9169,21369,positive,@ narendramodi Congratulations to achieve a great victory ......... hamari puri team ki taraf se aapko dher saari subhkamnaye ....  ,narendramodi congratul achiev great victori hamari puri team ki taraf se aapko dher saari subhkamnay,positive,"tensor([5.5231e-04, 6.6892e-03, 9.9276e-01])"
2901,6185,neutral,@_ AjitTyagi @ SanjayAzadSln Samajh nahi aata kaun hain ye media houses jinko is giande ka interview lene ka shauk ha … https // t . co / lIcB2yJ9QM  ,ajittyagi sanjayazadsln samajh nahi aata kaun hain ye media hous jinko giand ka interview lene ka shauk ha … co licbyjqm,neutral,"tensor([0.2891, 0.6135, 0.0974])"
5554,13933,positive,@ narendramodi177 kasham she bahut khushi hui sir ji Badhai ho aapko sir ji Mujhe umid thi ki sarkaar aapki hi ban … https // t co / daqdqIsJuk  ,narendramodi kasham bahut khushi hui sir ji badhai ho aapko sir ji mujh umid thi ki sarkaar aapki hi ban … co daqdqisjuk,positive,"tensor([0.0129, 0.1906, 0.7965])"
2624,5170,negative,@ BBhuttoZardari Ab ap ko esy rrmarks ni dyne chahy ab tu ap hath mila chuky hai ..... ya sirf maryam ko sath baitha … https // t . co / scZdlQyZr4  ,bbhuttozardari ab ap ko esi rrmark ni dyne chahi ab tu ap hath mila chuki hai ya sirf maryam ko sath baitha … co sczdlqyzr,negative,"tensor([0.5102, 0.3643, 0.1255])"
6184,14967,neutral,@ BebakAawaj @ kaur0211 Sir with due respect ye EVM ke wajah se nahi hai .... Ye hamare desh me aap kal wahi jitega jo … https // t . co / GZv70yD0U8  ,bebakaawaj kaur sir due respect ye evm ke wajah se nahi hai ye hamar desh aap kal wahi jitega jo … co gzvydu,neutral,"tensor([0.3735, 0.4111, 0.2154])"
8352,19423,positive,RT @ ManUtd @ CH14 _ Happy birthday Chicha ! Have a great day ! 😄  ,manutd ch happi birthday chicha great day 😄,positive,"tensor([0.0252, 0.2358, 0.7390])"
5271,13465,neutral,@ WeUttarPradesh @ kanpurnagarpol @ Uppolice Bahut Hi Dukh Ho raha hai ..... ye kya ho gaya hai kya kanoon ka dar Bilku … https // t . co / rZ11uD2FOM  ,weuttarpradesh kanpurnagarpol uppolic bahut hi dukh ho raha hai ye kya ho gaya hai kya kanoon ka dar bilku … co rzudfom,neutral,"tensor([0.3444, 0.4546, 0.2010])"
6446,15407,negative,@ MAli07121309 Terri bhna ki choot pr suar hgakr tere mooh mai mai goings 💩💩 madarchood knjrf ki oolad Teri bibi ki … https // t co / qzITI8QOFp  ,mali terri bhna ki choot pr suar hgakr tere mooh mai mai go 💩💩 madarchood knjrf ki oolad teri bibi ki … co qzitiqofp,negative,"tensor([0.9727, 0.0188, 0.0084])"
3374,7883,positive,i love yoongi but hoseok ..... wow papi 🤪 https // t . co / srgxlMZZ9l  ,love yoongi hoseok wow papi 🤪 co srgxlmzzl,positive,"tensor([0.0341, 0.3578, 0.6081])"
6803,16050,negative,@ ImranKhanPTI Sacha tahreek pakistan opposition k rawaye ko condem karty hai  ,imrankhanpti sacha tahreek pakistan opposit k raway ko condem karti hai,negative,"tensor([0.5100, 0.3665, 0.1235])"
10673,25200,positive,At last mehnat rang layi . Good news for # YehRishteyHainPyaarKe fandom . https // t . co / a40zpKIKAt  ,last mehnat rang layi good news yehrishteyhainpyaark fandom co azpkikat,neutral,"tensor([0.2006, 0.4716, 0.3278])"
9994,23247,negative,randi khulli ghumna hai ghoom le duniya ki dushman mat ban jo kaam hai yo dhamm dhamm jo hori hai yo fodd degi is … https // t . co / rWZSOUxdeC  ,randi khulli ghumna hai ghoom le duniya ki dushman mat ban jo kaam hai yo dhamm dhamm jo hori hai yo fodd degi … co rwzsouxdec,negative,"tensor([0.8006, 0.1237, 0.0757])"
6698,15864,neutral,yes - i am done the realme 3 pro 6 / 128gb - booked today from flipkart - lagta hai aaj raat nind nhin hoga -… https // t . co / 9lbVSf9n7O  ,ye done realm pro gb book today flipkart lagta hai aaj raat nind nhin hoga … co lbvsfno,neutral,"tensor([0.2283, 0.5912, 0.1806])"
15173,39610,positive,# ModiSwearingIn @ narendramodi Congratulations Modiji on your second term as our Prime Minister May Bhagwan Bholena … https // t co / dJeopcL9Te  ,modiswearingin narendramodi congratul modiji second term prime minist may bhagwan bholena … co djeopclt,positive,"tensor([0.2263, 0.3501, 0.4236])"
16432,44499,neutral,@ ZahidAliLaqani @ fawadchaudhry @ IamTalhaKhalid Yar zahid .. That girl is not eligiable for this post . Sabbb goal maa … https // t . co / WHye2QqwGD  ,zahidalilaqani fawadchaudhri iamtalhakhalid yar zahid girl eligi post sabbb goal maa … co whyeqqwgd,neutral,"tensor([0.3275, 0.4815, 0.1911])"
3380,7906,neutral,@ kaur0211 Madam Abhi tak samajh me nahi aaya congress ki itani badi haar ka Karan AAP jayese social media per activ … https // t . co / t5FJvfn8f8  ,kaur madam abhi tak samajh nahi aaya congress ki itani badi haar ka karan aap jayes social media per activ … co tfjvfnf,neutral,"tensor([0.3091, 0.5269, 0.1640])"
13128,31537,positive,@ vickykaushal09 @ UNinIndia @ moefcc @ bhamlafoundatio Good initiative !! Kaushal ji app esei youth logo ko inspire ker … https // t co / wnMPHRtSna  ,vickykaush uninindia moefcc bhamlafoundatio good initi kaushal ji app esei youth logo ko inspir ker … co wnmphrtsna,positive,"tensor([0.2351, 0.3476, 0.4173])"
1245,24832,negative,@ t _ d _ h _ nair @ PreetiSMenon Arre @ INCIndia Congress walon opposition walon kab utroge be sadkon pe !? Kucch toh opposition ki izzat rakho .  ,h nair preetismenon arr incindia congress walon opposit walon kab utrog sadkon pe kucch toh opposit ki izzat rakho,neutral,"tensor([0.3272, 0.4961, 0.1767])"
12559,29406,neutral,@ wildedo0lf @ anoopparashari @ Kavita _ Sharma4 Abye chutiya ye choti chaddi gang krti hai muslamn nhi lgao uspr ki o … https // t . co / x9P7HkP5Fr  ,wildedolf anoopparashari kavita sharma aby chutiya ye choti chaddi gang krti hai muslamn nhi lgao uspr ki … co xphkpfr,negative,"tensor([0.6019, 0.2174, 0.1806])"
5708,14170,positive,RT @ sumitinsan756 @ ImPoojaInsan @ Gurmeetramrahim @ derasachasauda Happy birthday Kohinoor Baisaa 🎂😘🎁🎉✌🎊🎂😘🎁🎉🎉 🐯 Piti Ji always blesssss u 👑👏…  ,sumitinsan impoojainsan gurmeetramrahim derasachasauda happi birthday kohinoor baisaa 🎂😘🎁🎉✌🎊🎂😘🎁🎉🎉 🐯 piti ji alway blesssss u 👑👏…,positive,"tensor([4.9272e-04, 4.7474e-02, 9.5203e-01])"
10797,25626,negative,@ Official _ PIA @ SarfarazA _ 54 Keep your tradition aside and change the fuck mind set and we had better experience of break leg than you .  ,offici pia sarfaraza keep tradit asid chang fuck mind set better experi break leg,neutral,"tensor([0.2837, 0.5473, 0.1690])"
10856,25823,negative,🌸ԼƖƔЄ ƖƝ 5! 🌸 FORTNITE FRIDAY BAYBEEEE ! CUSTOM GAMES ! LAST DAY TO ENTER GIVEAWAY . good luck )… https // t . co / HSov2bkdRi  ,🌸լɩɣє ɩɲ 🌸 fonit friday baybeee custom game last day enter giveaway good luck … co hsovbkdri,positive,"tensor([0.0164, 0.3592, 0.6243])"
6530,15565,neutral,apne sad ka toti chek kiya hai ki usme se bund bund pani nikalta hai ki nahi . https // t . co / OhdqYYCi6X  ,apn sad ka toti chek kiya hai ki usm se bund bund pani nikalta hai ki nahi co ohdqyycix,neutral,"tensor([0.1429, 0.6723, 0.1847])"
16896,30764,negative,Why do stations smell so bad bc naak k baal jal gaye  ,station smell bad bc naak k baal jal gay,negative,"tensor([0.4826, 0.4253, 0.0921])"
6784,16013,positive,@ Adam _ woods1 @ Humey _ 7 Humetta i love your style of football 😘😘😘  ,adam wood humey humetta love style footbal 😘😘😘,positive,"tensor([0.0207, 0.2132, 0.7661])"
5070,13127,negative,@ Gopal _ Raftaar @ MajorPoonia @ MamataOfficial Fir se bata kaun wala Sri Ram BJP wala ya Hindu wala .... Hume dar nahi … https // t . co / qiaNu4DqhM  ,gopal raftaar majorpoonia mamataoffici fir se bata kaun wala sri ram bjp wala ya hindu wala hume dar nahi … co qianudqhm,negative,"tensor([0.5238, 0.4254, 0.0507])"
11406,26939,negative,@ AshrafFem @ AfsarAn32334267 Abe tu Atnkbadi ki awlad ho afjal ki bat karte sarm nahi aati nathu ne to ek desh batne … https // t . co / NnH48LtJkk  ,ashraffem afsaran abe tu atnkbadi ki awlad ho afjal ki bat kart sarm nahi aati nathu ne ek desh batn … co nnhltjkk,negative,"tensor([0.5639, 0.3704, 0.0657])"
14990,38898,neutral,RT @ sexylhez Every Test In Life Maks Us Bitter Or Better Every Prblm Comes To Make Us Or Break Us Choice Is Ours To Bcome Victim Or Vic …  ,sexylhez everi test life mak us bitter better everi prblm come make us break us choic bcome victim vic …,neutral,"tensor([0.1838, 0.5631, 0.2530])"
2012,1136,negative,Day by day this slogan has proven to be true afghani bhagao mulk bachao !  ,day day slogan proven true afghani bhagao mulk bachao,neutral,"tensor([0.2756, 0.4524, 0.2720])"
7567,17528,neutral,@ anjanaomkashyap sp bsp Cong tmc etc sari partio ke leader news chanals se gayab bjp ke bhi kuch time de rahe hai r … https // t co / 8DNDOhjena  ,anjanaomkashyap sp bsp cong tmc etc sari partio ke leader news chanal se gayab bjp ke bhi kuch time de rahe hai r … co dndohjena,negative,"tensor([0.7208, 0.2088, 0.0704])"
14481,37043,positive,Modiji Mahan Hai Aur jadugar bhi Pakistan ne hamare jawanon ko Marne koshish ki to unhonne Akela Yudh Viman chal … https // t . co / pXcCXU1V7R  ,modiji mahan hai aur jadugar bhi pakistan ne hamar jawanon ko marn koshish ki unhonn akela yudh viman chal … co pxccxuvr,negative,"tensor([0.4091, 0.3637, 0.2272])"
8601,19911,neutral,@ AnsarAAbbasi Ye himat en ko kbbi nhi mlni jub tak en k sathFawad Chaudhary etc or Murad Saeed jesy logo mojod ho !  ,ansaraabbasi ye himat en ko kbbi nhi mlni jub tak en k sathfawad chaudhari etc murad saeed jesi logo mojod ho,neutral,"tensor([0.4042, 0.4633, 0.1324])"
1530,33173,neutral,@ Mrs _ ARockstar Ill cross my fingers for ya !! Im sure HOR wouldnt mind  ,mr arockstar ill cross finger ya im sure hor wouldnt mind,neutral,"tensor([0.2992, 0.4734, 0.2274])"
14453,36955,negative,@ TejYadav14 @ RahulGandhi Ye to apne suna hi hoga ki maa-baap k karmo ka fal bacho ko bhugtna padta h or aap logo k … https // t . co / YgjGsUsNvl  ,tejyadav rahulgandhi ye apn suna hi hoga ki maabaap k karmo ka fal bacho ko bhugtna padta h aap logo k … co ygjgsusnvl,neutral,"tensor([0.3115, 0.5315, 0.1570])"
2375,3618,neutral,@ dilipsinghkol20 @ Samuel01652603 @ raghunathan _ ps Chota boy India is a democracy it means we have right to choose o … https // t . co / KTdvZ47HnF  ,dilipsinghkol samuel raghunathan ps chota boy india democraci mean right choos … co ktdvzhnf,neutral,"tensor([0.3127, 0.4487, 0.2386])"
6697,15863,positive,congratulations to Jay Narayan Mishra ji Nauri Nayak ji Nitesh Ganga Deb ji for the wonderful victory . Jay Maa Sam … https // t . co / 7sOdpjBTeg  ,congratul jay narayan mishra ji nauri nayak ji nitesh ganga deb ji wonder victori jay maa sam … co sodpjbteg,neutral,"tensor([0.1067, 0.4559, 0.4375])"
15878,42353,neutral,@ ashokgehlot51 Are jo exam pending hai wo clear karao sir July August tak  ,ashokgehlot jo exam pend hai wo clear karao sir juli august tak,neutral,"tensor([0.1689, 0.7340, 0.0970])"
12756,30098,positive,RT @ akin _ makinde # ageBeeka was good ! Was very very good ! I mean same same level with asha .  ,akin makind agebeeka good good mean level asha,positive,"tensor([0.0041, 0.3465, 0.6493])"
3363,7846,positive,RT @ RamMNK Wish you a very Happy Birthday Akka . This is a special year for you with lot of responsibilities on your shoulders . Nanna ’ s bl …  ,rammnk wish happi birthday akka special year lot respons shoulder nanna ’ bl …,positive,"tensor([0.0104, 0.2348, 0.7548])"
4338,11196,negative,@ sardanarohit Very late Media only defamed Cong by such taglines Cong ka hath Pak ke sath Media set narrative X p … https // t co / p0mkzVuuH6  ,sardanarohit late media defam cong taglin cong ka hath pak ke sath media set narr x p … co pmkzvuuh,negative,"tensor([0.5881, 0.3015, 0.1104])"
13728,34172,neutral,Lakin ab phir se Gali Ke wohe log police Ke dwara jabardasti phir se illegal gate lagwa rahe hain aur hamein paris … https // t . co / ZKoujVUbEd  ,lakin ab phir se gali ke wohe log polic ke dwara jabardasti phir se illeg gate lagwa rahe hain aur hamein pari … co zkoujvub,neutral,"tensor([0.3614, 0.5506, 0.0880])"
2446,4128,neutral,Who says breakup hurts the most Kabhi phone ki screen apne aap chalne lagi hai or rokne pe bhi na ruke 😢  ,say breakup hurt kabhi phone ki screen apn aap chaln lagi hai rokn pe bhi na ruke 😢,neutral,"tensor([0.2908, 0.6228, 0.0864])"
13171,31765,neutral,@ SanjayAzadSln Rumours mat udao pehlye jaan lo kya hua hai ..... Chacha yeh watsup nahi hai twitter hai fwd msg game mat khelo .....  ,sanjayazadsln rumour mat udao pehly jaan lo kya hua hai chacha yeh watsup nahi hai twitter hai fwd msg game mat khelo,negative,"tensor([0.4522, 0.4190, 0.1288])"
