,uid,text,clean_text,predicted,predicted_proba
85,8240,@ HamidMirPAK Sir leave ..... maza nae ha Pakistan ma kici b media journalist ka .. q k yahn koe such Bolta e nae  ,hamidmirpak sir leav maza nae ha pakistan kici b media journalist ka q k yahn koe bolta e nae,neutral,"tensor([0.2563, 0.6700, 0.0737])"
86,21721,Today is big festival meri Bharath ma ka beta pure viswa me raaj karega sabke dil me sirf ek naam ' Modiji ' Bharath matha ki jai  ,today big festiv meri bharath ka beta pure viswa raaj karega sabk dil sirf ek naam modiji bharath matha ki jai,negative,"tensor([0.4620, 0.2087, 0.3293])"
87,27783,RT @ faysalquraishi Aaj ki # sheri thank you # farhanqiser lovely meeting you all # kamranjillani # adnanjillani # irfanmw # adilmurad # nomanmaso â€¦  ,faysalquraishi aaj ki sheri thank farhanqis love meet kamranjillani adnanjillani irfanmw adilmurad nomanmaso â€¦,neutral,"tensor([0.0251, 0.5015, 0.4734])"
88,19625,What an awesome ending to an epic drama # ranjharanjhakardi We will miss you @ IamImranAshraf as # bhola on our scre â€¦ https // t . co / 55P9aTgWwZ  ,awesom end epic drama ranjharanjhakardi miss iamimranashraf bhola scre â€¦ co patgwwz,neutral,"tensor([0.2975, 0.4667, 0.2357])"
89,35006,Hiii i just made this acc and i want khh and krnb mutuals !!! i love sik k dpr live crush heize offonoff jus like this or follow me hehe  ,hiii made acc want khh krnb mutual love sik k dpr live crush heiz offonoff ju like follow hehe,neutral,"tensor([0.0650, 0.6052, 0.3298])"
90,17660,RT @ Mehraj _ ali _ k @ humamalik76 @ ZakirKhan012 @ ImranKhanPTI Present jo hai aapki deklo shameless beggars India is fastest growing Â  major Â â€¦  ,mehraj ali k humamalik zakirkhan imrankhanpti present jo hai aapki deklo shameless beggar india fastest grow â major â â€¦,neutral,"tensor([0.3974, 0.4059, 0.1967])"
91,23605,RT @ iamforfun @ bej _ vikash @ j _ deepakj @ RituRathaur @ vandema09287787 He said not just bjp ppl r Hindus even v r Hindus But as in politics t â€¦  ,iamforfun bej vikash j deepakj riturathaur vandema said bjp ppl r hindu even v r hindu polit â€¦,neutral,"tensor([0.1906, 0.6037, 0.2057])"
92,17224,@ Zorawar68324101 @ danvir _ chauhan Hindi Rajbhasha he Rashtrabhasa nahi Kripya 10wi tak ki padhai kare  ,zorawar danvir chauhan hindi rajbhasha rashtrabhasa nahi kripya wi tak ki padhai kare,neutral,"tensor([0.2847, 0.5817, 0.1336])"
93,23874,@ its _ fatiiiii Nhi yaar yahan tw 1year walo k bhe khatam ho gye thy  ,fatiiiii nhi yaar yahan tw year walo k bhe khatam ho gye thi,neutral,"tensor([0.2853, 0.6050, 0.1097])"
94,11284,@ rssurjewala @ INCIndia Woh sab to theek hai par tumhara sore loser kaha hai !!! Pyaar baant raha tha ab swearing in â€¦ https // t co / 6ubZ8R4rKx  ,rssurjewala incindia woh sab theek hai par tumhara sore loser kaha hai pyaar baant raha tha ab swear â€¦ co ubzrrkx,neutral,"tensor([0.4148, 0.4403, 0.1448])"
95,22701,@ jojojoheeley @ Old _ Ben _ Kay @ Philmoorhouse76 @ mrjamesob So you should be able to evidence your claim . But you can â€™ t . You made it up .  ,jojojoheeley old ben kay philmoorhous mrjamesob abl evid claim â€™ made,neutral,"tensor([0.2713, 0.5788, 0.1499])"
96,25926,RT @ aidilalhafiyz I am sorry for being rude . No I am sorry . It was my fault . Hehe I love you . I love you more . â¤ï¸ Beautiful are those â€¦  ,aidilalhafiyz sorri rude sorri fault hehe love love â¤ï¸ beauti â€¦,positive,"tensor([0.0103, 0.2973, 0.6925])"
97,11652,EID ke iss Mubarak mauke par Unik Bazar lekar aaya hai aapke liye dhamekedaar offers Karein 3000 Rs ki khareedari â€¦ https // t co / YHoCCjnKpP  ,eid ke iss mubarak mauk par unik bazar lekar aaya hai aapk liy dhamekedaar offer karein rs ki khareedari â€¦ co yhoccjnkpp,neutral,"tensor([0.1246, 0.4488, 0.4266])"
98,9458,RT @ iamsaratsrk @ bomanirani # HNY2 ki announcement hogyi to humka iss gola me nhi rehna hum nikal jaounga dusre gola me  ,iamsaratsrk bomanirani hni ki announc hogyi humka iss gola nhi rehna hum nikal jaounga dusr gola,neutral,"tensor([0.3355, 0.4064, 0.2581])"
99,11081,kuch apke banaye huye rishte boht khaas hoty hain phr woh apki life mein rahy nah rhy apke dil hamesha rehty or yeh â€¦ https // t . co / vebWBOAkRX  ,kuch apk banay huy risht boht khaa hoti hain phr woh apki life mein rahi nah rhi apk dil hamesha rehti yeh â€¦ co vebwboakrx,neutral,"tensor([0.1442, 0.4995, 0.3562])"
100,7285,@ BhimArmyChief Sir Bhim Army join karna Chahata hu M Please help m From Mp ðŸ™ðŸ™ Jay bhim Jay Bharat  ,bhimarmychief sir bhim armi join karna chahata hu pleas help mp ðÿ™ðÿ™ jay bhim jay bharat,positive,"tensor([0.3091, 0.2834, 0.4076])"
101,2764,@ rkive _ shawn Not this again . Liza and haaru legit had a desi rotten egg on timeline last niggt . With chutiya chutiya everywhere  ,rkive shawn liza haaru legit desi rotten egg timelin last niggt chutiya chutiya everywher,negative,"tensor([0.4335, 0.3521, 0.2144])"
102,40419,@ lkopolice @ Akhileshthakurs Ye hai fasism ka phla stape ... 2022 target ... Hehe .. Ensan bnaya hai eshwar ne ...... Ldo aur mro  ,lkopolic akhileshthakur ye hai fasism ka phla stape target hehe ensan bnaya hai eshwar ne ldo aur mro,negative,"tensor([0.5767, 0.3390, 0.0843])"
103,44227,RT @ myLondis ðŸŽ¶ We've got a beatastic prize up for grabs ðŸŽ§ We've teamed up with our friends at @ vimto & giving you the chance to # WIN a pa â€¦  ,mylondi ðÿž¶ weve got beatast prize grab ðÿž§ weve team friend vimto give chanc win pa â€¦,neutral,"tensor([0.0396, 0.6152, 0.3452])"
104,21965,RT @ pradipkjain1 @ amit645sharma Double attack Modi ka sath gaya Rahul ka Mila Ho gaya khela  ,pradipkjain amitsharma doubl attack modi ka sath gaya rahul ka mila ho gaya khela,negative,"tensor([0.5228, 0.3569, 0.1203])"
105,25875,@ Redfire450 Chutiya gaye hain chuse huye aam ke fans ðŸ˜ disaster saala khud toh khel leta hain ladkiyon ke saath phir â€¦ https // t co / Ftbg9hVpUs  ,redfir chutiya gay hain chuse huy aam ke fan ðÿ˜ disast saala khud toh khel leta hain ladkiyon ke saath phir â€¦ co ftbghvpu,negative,"tensor([0.8163, 0.1095, 0.0742])"
106,21921,@ Kavita _ Sharma4 Congress kuj v krle koi fayda nahi Jo hindutva ka teer BJP ne chlaya hjab tak uska todd nahi nik â€¦ https // t . co / FiEiOIRVR4  ,kavita sharma congress kuj v krle koi fayda nahi jo hindutva ka teer bjp ne chlaya hjab tak uska todd nahi nik â€¦ co fieioirvr,negative,"tensor([0.5667, 0.2947, 0.1385])"
107,18535,@ hatefreebharat @ OM _ MEENA _ NKT @ MukeshSharmaMLA Election Commissioner haram khor ne sabh ke vote usko bech diya . Pai â€¦ https // t . co / M6btp0F6s3  ,hatefreebharat om meena nkt mukeshsharmamla elect commission haram khor ne sabh ke vote usko bech diya pai â€¦ co mbtpf,negative,"tensor([0.3813, 0.3735, 0.2452])"
108,5278,Sab free kar dete hai sir sab bheekh maang kar jeeyege https // t co / 8vHkWztg9b  ,sab free kar dete hai sir sab bheekh maang kar jeeyeg co vhkwztgb,neutral,"tensor([0.3453, 0.4511, 0.2036])"
109,10444,@ saad _ durrani @ omar _ quraishi PTI walon ka problem ye ha Wo mehngai ko b defend kar rahy hine . Haha  ,saad durrani omar quraishi pti walon ka problem ye ha wo mehngai ko b defend kar rahi hine haha,neutral,"tensor([0.1665, 0.6353, 0.1982])"
110,43225,Visvas kumar great leader i don't know but he is great human and we like his performance ðŸ˜„ðŸ˜„ðŸŽ¤ https // t co / vzWRzwSdpH  ,visva kumar great leader dont know great human like perform ðÿ˜„ðÿ˜„ðÿž¤ co vzwrzwsdph,positive,"tensor([0.0996, 0.2965, 0.6039])"
111,28263,@ dalitsamajindia @ thewirehindi RSS k thee isliye Kyuki kabhi koi veerta ka kaam kartey nahi  ,dalitsamajindia thewirehindi rss k thee isliy kyuki kabhi koi veerta ka kaam kartey nahi,negative,"tensor([0.5804, 0.3548, 0.0648])"
112,37439,Thank you so much apka ek new india banane ke liye Koti koti pradam apko  ,thank much apka ek new india banan ke liy koti koti pradam apko,positive,"tensor([0.0288, 0.2055, 0.7658])"
113,1500,RT @_ DreTekDem One thing I â€™ ve realized you can â€™ t force nobody to see the bigger or to see that you got them when nobody else does . Imma ju â€¦  ,dretekdem one thing â€™ realiz â€™ forc nobodi see bigger see got nobodi els imma ju â€¦,neutral,"tensor([0.1385, 0.6118, 0.2497])"
114,27390,@ ShashiTharoor Tu gulam hi or gulam rahega murkha bevkuf Desh drohi tu Pappu Khan ka mutre pe or Pakistan ja maderchd  ,shashitharoor tu gulam hi gulam rahega murkha bevkuf desh drohi tu pappu khan ka mutr pe pakistan ja maderchd,negative,"tensor([0.9719, 0.0169, 0.0113])"
115,5166,RT @ redribbonmusik â€œ Zindagi har lamha hai khushi kar isse dosti o yaara ve â€¦ â€ dedicate this special song to your besties sung by legendar â€¦  ,redribbonmusik â€œ zindagi har lamha hai khushi kar iss dosti yaara â€¦ â€ dedic special song besti sung legendar â€¦,neutral,"tensor([0.1506, 0.4829, 0.3665])"
116,17,@ SHABAZGIL Shukar hai ye pathan nae warna # PTM nay is pr b wae dramay krnay thay . In ki harkato ki waja say bht jal â€¦ https // t . co / u7k1EUYpk3  ,shabazgil shukar hai ye pathan nae warna ptm nay pr b wae dramay krnay thay ki harkato ki waja say bht jal â€¦ co ukeuypk,neutral,"tensor([0.3702, 0.4061, 0.2237])"
117,17475,@ RubikaLiyaquat Ek dum sahi kaha TV news ke jariye naam kaam liya paisa bana liya or ab boycott ka natak ... Joker saale  ,rubikaliyaquat ek dum sahi kaha tv news ke jariy naam kaam liya paisa bana liya ab boycott ka natak joker saal,negative,"tensor([0.5576, 0.2828, 0.1595])"
118,24131,@ nehasinghjazz Fauj ko generally free hand hota hi hai . Par unki 1 limit hai jiske aage politicians ki responsibil â€¦ https // t . co / x3bQEwPcaF  ,nehasinghjazz fauj ko gener free hand hota hi hai par unki limit hai jisk aag politician ki responsibil â€¦ co xbqewpcaf,negative,"tensor([0.4541, 0.3550, 0.1909])"
119,14972,@ jaisal _ amit @ JatinNigam4 @ aslam _ bandvi @ TheSamirAbbas @ narendramodi Bhai kaun janta hai ki usi ne karayi hai ab w â€¦ https // t co / C2n4bK1aCz  ,jaisal amit jatinnigam aslam bandvi thesamirabba narendramodi bhai kaun janta hai ki usi ne karayi hai ab w â€¦ co cnbkacz,neutral,"tensor([0.2909, 0.5342, 0.1750])"
120,42421,@ SyedaKazmi110 @ WaseemBadami Congrats .. Asia subha apka nam nahe lia dekho retweet de dia na ðŸ¤—ðŸ¤—ðŸ¤—ðŸ˜˜ðŸ˜  ,syedakazmi waseembadami congrat asia subha apka nam nahe lia dekho retweet de dia na ðÿ¤—ðÿ¤—ðÿ¤—ðÿ˜˜ðÿ˜,neutral,"tensor([0.2967, 0.3872, 0.3162])"
121,26724,@ abpnewshindi @ RahulGandhi @ INCIndia Rahul gandhi ne yeh kya sandesh desh ko diya ki party president ko power nahi â€¦ https // t . co / nWArcx79FS  ,abpnewshindi rahulgandhi incindia rahul gandhi ne yeh kya sandesh desh ko diya ki parti presid ko power nahi â€¦ co nwarcxf,negative,"tensor([0.4740, 0.3583, 0.1677])"
122,37891,Modiji to Mota Bhai - 100 run banate nahi Puri Pakistan ki team se aur inn chutiyo ko World Cup jeetna hai !!!â€¦ https // t . co / wCttUcKijP  ,modiji mota bhai run banat nahi puri pakistan ki team se aur inn chutiyo ko world cup jeetna hai â€¦ co wcttuckijp,negative,"tensor([0.4918, 0.2673, 0.2409])"
123,11377,Aise seedhe muunh pe bol diya @ Arun2981 bada potato ..... Sad ( We boycott you @ divya _ amanna https // t . co / qyLEXvCZ0l  ,ais seedh muunh pe bol diya arun bada potato sad boycott divya amanna co qylexvczl,neutral,"tensor([0.2124, 0.5667, 0.2209])"
124,20601,RT @ IndivisibleChi ACTION NEEDED The RHA will be heard in the Senate Public Health Committee tomorrow (5/30) at 900 AM Please fill out â€¦  ,indivisiblechi action need rha heard senat public health committe tomorrow pleas fill â€¦,neutral,"tensor([0.2398, 0.5836, 0.1766])"
125,7232,RT @ Radha _ singh0710 gussa ho sakta h bura hoo Par sabse jyada sachai ko gussa hi niklwaata h right or wrong ? ??? @ Shalin â€¦  ,radha singh gussa ho sakta h bura hoo par sabs jyada sachai ko gussa hi niklwaata h right wrong shalin â€¦,neutral,"tensor([0.3732, 0.4898, 0.1370])"
126,30579,KUTCH NAHI DEKHA TOH KUCH NAHI DEKHA FOLLOW @ Sampoorna2 FOLLOW US ON FACEBOOK https // t . co / TP5WurymTr FOLLOW US O â€¦ https // t . co / jjgLsiG22q  ,kutch nahi dekha toh kuch nahi dekha follow sampoorna follow us facebook co tpwurymtr follow us â€¦ co jjglsigq,neutral,"tensor([0.2866, 0.5289, 0.1845])"
127,9185,@ mjdawar @ nidaskhan Such kaha apka masla kya ap tu phatano k name p syasat kr rahy ho chutye ghaddar insan  ,mjdawar nidaskhan kaha apka masla kya ap tu phatano k name p syasat kr rahi ho chuty ghaddar insan,negative,"tensor([0.6536, 0.2898, 0.0566])"
128,1918,@ iamnarendranath Kya media ne theka liya hai Congress ko improve karne ka ? 130 saal purani buddhi jarjar aur sadi g â€¦ https // t . co / GJxmjNh8g4  ,iamnarendranath kya media ne theka liya hai congress ko improv karn ka saal purani buddhi jarjar aur sadi g â€¦ co gjxmjnhg,negative,"tensor([0.4276, 0.4226, 0.1497])"
129,4134,@ MajorPoonia @ MamataOfficial Jai Shri Ram is the mark of respect to Bhagwaan Ram @ narendramodi  ,majorpoonia mamataoffici jai shri ram mark respect bhagwaan ram narendramodi,positive,"tensor([0.2502, 0.3699, 0.3799])"
130,15585,@ PMOIndia @ narendramodi Lots of lots best of the best Wishes the Team Modi Sabka Saath Sabka Vikas Sabka â€¦ https // t co / CtHpGhsp5B  ,pmoindia narendramodi lot lot best best wish team modi sabka saath sabka vika sabka â€¦ co cthpghspb,positive,"tensor([0.0398, 0.1339, 0.8264])"
131,30146,@ IamSRKfanbig @ RahulVerma4860 @ iamsrk @ Atlee _ dir Pehle chalta tha ab nahi pichle 2 saal ki Bollywood ki track check â€¦ https // t . co / VZKticNi3R  ,iamsrkfanbig rahulverma iamsrk atle dir pehl chalta tha ab nahi pichl saal ki bollywood ki track check â€¦ co vzkticnir,neutral,"tensor([0.2225, 0.4387, 0.3388])"
132,20936,RT @ BombayBasanti # 32YearsOfMrIndia ( May 29) Hawa Hawaii Karte Hain Hum Pyaar Kaate Nahi Katte Zindagi Ki Yahi Reet Classic superhero mo â€¦  ,bombaybasanti yearsofmrindia may hawa hawaii kart hain hum pyaar kaat nahi katt zindagi ki yahi reet classic superhero mo â€¦,neutral,"tensor([0.2077, 0.4286, 0.3637])"
133,20757,RT @ DonitaJose # Ramzan rush got @ asadowaisi to turn into traffic cop for a while at Fateh Darwaza ðŸ˜„ We feel your pain .. # Hyderabad # Cha â€¦  ,donitajos ramzan rush got asadowaisi turn traffic cop fateh darwaza ðÿ˜„ feel pain hyderabad cha â€¦,neutral,"tensor([0.1536, 0.5801, 0.2664])"
134,4304,@_ zindagi _ 5 Muslim samaj ki kutchh ldkiya pakke taur par ' din e islam ' ko manti hai agar usko kisi non muslim se lo â€¦ https // t . co / s8K0bGDa3X  ,zindagi muslim samaj ki kutchh ldkiya pakk taur par din e islam ko manti hai agar usko kisi non muslim se lo â€¦ co skbgdax,negative,"tensor([0.7679, 0.1384, 0.0937])"
135,24009,@ Gajendr34511205 Sacchi debate se bhagne wale congressi nahi hote . Punjipati yonke ishare par nachanewale media wa â€¦ https // t . co / ssMJo9xRA3  ,gajendr sacchi debat se bhagn wale congressi nahi hote punjipati yonk ishar par nachanewal media wa â€¦ co ssmjoxra,neutral,"tensor([0.3987, 0.4022, 0.1991])"
136,10865,@_ The _ Daredevil @ shobhit _ pant Andhbhakto ki sulgaane me bahut mazaa aata hai tumhara hijda baap modi kabhi b sahi â€¦ https // t co / QPnT6n3kZ5  ,daredevil shobhit pant andhbhakto ki sulgaan bahut mazaa aata hai tumhara hijda baap modi kabhi b sahi â€¦ co qpntnkz,negative,"tensor([0.6727, 0.1846, 0.1427])"
137,11302,RT @ bhumika7677 ghutan si hone lagi uss ke paas jate hue main khud se rooth gaya hun usey manaate hue ~ Azhar Iqbal  ,bhumika ghutan si hone lagi uss ke paa jate hue main khud se rooth gaya hun usey manaat hue azhar iqbal,negative,"tensor([0.5080, 0.2843, 0.2077])"
138,12308,@ sonofmallah Aabe got 0 claimed 40 Kuch to bol kaya huaa !!!! Tuzhe to fayada hi hua na Ticket bech Kar Paisa banaya tum ne  ,sonofmallah aab got claim kuch bol kaya huaa tuzh fayada hi hua na ticket bech kar paisa banaya tum ne,negative,"tensor([0.5637, 0.3674, 0.0689])"
139,13925,@ Iamkira87130380 @ yadavakhilesh Ab ek aacha aur positive comment dekhne ko mila ...... Hope fir se acche din aa jain .... I miss those days .  ,iamkira yadavakhilesh ab ek aacha aur posit comment dekhn ko mila hope fir se acch din aa jain miss day,neutral,"tensor([0.1818, 0.5622, 0.2559])"
140,21861,@ naqvisahab1 Best dua yeh sab results tou dunia wi hai onke dar se tou buss onhe ke ataat chahye aur bulawa  ,naqvisahab best dua yeh sab result tou dunia wi hai onk dar se tou buss onh ke ataat chahy aur bulawa,neutral,"tensor([0.1967, 0.5795, 0.2237])"
141,23801,Bta den plz hm intezar kr rhe rhe hn @ WaseemBadami https // t . co / XvYgWyFAOa  ,bta den plz hm intezar kr rhe rhe hn waseembadami co xvygwyfaoa,neutral,"tensor([0.1683, 0.5247, 0.3070])"
142,12919,@ Gurmeetramrahim guru g give bless m more sewa simrn parmarth study gd mrng papa g  ,gurmeetramrahim guru g give bless sewa simrn parmarth studi gd mrng papa g,positive,"tensor([0.0096, 0.3357, 0.6547])"
143,32382,@ atulreellife @ Bharat _ TheFilm @ BeingSalmanKhan @ aliabbaszafar @ itsBhushanKumar @ nikhilnamit Jarur bhaijaan ... I'm excited about it  ,atulreellif bharat thefilm beingsalmankhan aliabbaszafar itsbhushankumar nikhilnamit jarur bhaijaan im excit,neutral,"tensor([0.3442, 0.3566, 0.2992])"
144,9363,@ Nikita12S Mere taraf se aapki mom Ko unki Janam diwas ki dher sari subhkamnaye ðŸ™ https // t . co / fM9bigX583  ,nikita mere taraf se aapki mom ko unki janam diwa ki dher sari subhkamnay ðÿ™ co fmbigx,positive,"tensor([0.0649, 0.1900, 0.7451])"
145,24884,@ MaryamNSharif Tumhare baap aur khandan kia apni kamaye se Umrah karte the ? tum bc Randi ki bachi mo band kar k be â€¦ https // t . co / AW18Yuy1Ml  ,maryamnsharif tumhar baap aur khandan kia apni kamay se umrah kart tum bc randi ki bachi mo band kar k â€¦ co awyuyml,negative,"tensor([0.9290, 0.0527, 0.0182])"
146,6705,# Repost @ yachan19870804 Thanks for sharing ðŸ˜Š [ JANG KEUN SUK FILM CONCERT TOUR ] We're kicking off June performances â€¦ https // t . co / 8BpNRbALqn  ,repost yachan thank share ðÿ˜š jang keun suk film conc tour kick june perform â€¦ co bpnrbalqn,neutral,"tensor([0.1666, 0.5178, 0.3155])"
147,15368,RT @ B _ RAJA _ # Pakkiri Fun-filled Movie From This June 21 # PakkiriFromJune21 # 21DaysToGoPakkiri @ dhanushkraja @ kenscottfakir @ FakirOff â€¦  ,b raja pakkiri funfil movi june pakkirifromjun daystogopakkiri dhanushkraja kenscottfakir fakiroff â€¦,neutral,"tensor([0.1502, 0.4641, 0.3856])"
148,177,@ Vinaymadsfan @ B _ A _ D ___ M _ A _ N In sab films me sab cheez theek baith jati Like director vision great scenes good s â€¦ https // t . co / CAzzTxoCxa  ,vinaymadsfan b n sab film sab cheez theek baith jati like director vision great scene good â€¦ co cazztxocxa,positive,"tensor([0.0745, 0.3338, 0.5917])"
149,14937,@ SAMAATV Bilkul krskti hy . Agr tm jaise bikao media suport krain na k 1 match harne se izzat utaro .  ,samaatv bilkul krskti hy agr tm jais bikao media suport krain na k match harn se izzat utaro,neutral,"tensor([0.3099, 0.5264, 0.1637])"
