Uid,Sentiment,clean_text
6176,neutral,Even the enemities disappeared ! Kisi k liye buri bhawna nhi . Lagta hai jaise past life ka kucc pending tha . Ab lena â€¦  // t . co / sqAD1u7s07  
32221,negative,  Gandu kejruddin suer phir 1 bhi seat ke liye kutte jaise tarasate hi kyoun rah gaye mc !  
8653,positive,Congregation shri Naredra damodardas modiji Bharat mata ki jai I wish you all the best your dreams comes tr â€¦  // t co / a2XS8hRETE  
3626,positive,On repeat te chal reya aa song  Bhaji ðŸ˜ðŸ˜ Best Song ðŸ¤—ðŸ¤— 21 june di puri wait aa excitement bhot bhot jy â€¦  // t . co / JlH2X2h2Xu  
10962,neutral,  _ Anum Masum to wo log hain jin ko abhi tak Whatapp pe Delete msg parhny ka tarika nahi pta ...ðŸ˜¹  
23643,neutral,  ðŸŽ‰ TICKET GIVEAWAY ðŸŽ‰ Win a FREE pair of wristbands ! To enter â˜‘  this post â˜‘ Tag a friend See you at Late Check Ou â€¦  
4888,positive,Hamare Desh mein dubara BJP ke Sarkar banne ke liye pm Narendra Modi ji Ko Hardik subhkamnaye  // t . co / SctWD6fyA4  
11484,negative, _ MLAgk Modi is so bad . Making ppl work n sweat . Aur  tumhe AAP samaj kabhi maaf nahi karega ..â€¦  // t . co / bWdWLqb4TL  
4564,negative, _ Ali9   Tumhara gad mar Diya hai bhagva wale sale jiska koi iman dharm nhi o s â€¦  // t . co / 4sxEV8lWGF  
2076,negative, _ Wolverine Ye dekha tha main ... Ye dikhao un chutiyon ko jo log aaj poster release hote hi chaatna shuru kar diye  
22672,neutral, mini Pakistan hain Haidrabad ye aap ko nhi samjh ayega . ager ata to atankvadi panah nhi kr rahe hote â€¦  // t . co / 1RQS1DZIiq  
20835,negative, hm pr over lgda culture v jruri a nahi ta modrn pone de chkr youth wrong track te ja rha  
8984,neutral,  Modi Ji Na kh k bhi Aap ko Vote diya ab Aap nai vada Kiya tha k Aap Subki Help krog a â€¦  // t . co / 1ctzaoGJqb  
27024,neutral, _ PATRAg   Duniya Ko sbhi kuchh sahi sahi btane ka vkt as gya h sir .. 1947 se Desh me â€¦  // t . co / Cul2sXwUiF  
41913,neutral,  Navu _ INSAN _ Good Night Bappu # MSG  ji waliooo sari rehmt brsaa deo jo niddkk apne pyar to machde aw na bappu ji onna â€¦  
25782,negative, ye hamare yuva shakti .. aise mard jo nihatthe makdooro pr belt chala rhe h .... BAN farzi Gau Rakshaks ...ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡  
43583,positive, _ twt please rest well uwu i love youu  
32309,neutral,Ab to kisi bhi halat me hame visa nhi milega .... BC CC -    _ m1  // t . co / YfCCN5lSZx  
25299,negative, 498a ki ek dhamki me saas ki saari feminism nikal jaayegi .  
8016,negative,   Siddu bhai rajneeti kab chod rahe ho ? Ya aap bhi mandhbudhi ki tarah apna budhi kho baite ho ?ðŸ˜›ðŸ˜œðŸ˜›ðŸ˜œðŸ˜›ðŸ˜œðŸ˜›ðŸ˜œðŸ˜›  
9565,positive,Duniya Jale Toh Jale ðŸ˜‰... Dosanjhanwala Hamara Baut Pyara ðŸ¥° Big Fan Of Yours Tere Naal Saddi Dilan Wali Sanjh Aa â¤â¤â¤  // t . co / 3UJSOXlJrw  
10373,neutral, Waise toh traders paida he hote h q ki ye alag tarah ka mindset h jo har kisi k paas nahi hota .â€¦  // t . co / vfDjahHnTR  
4954,neutral,delhi is village or metro city !!! bijlipanishiksha toh modi ji ne india k har gao me phucha di jo pollution ha â€¦  // t co / Uj8ALeRWh1  
34092,negative,   Kya karen ye bechare Bagga sir ðŸ¤” Kal Ek congressi worker se baat hui bo â€¦  // tco / YHbVtUvqwp  
21165,neutral,  _ khiladi  _ adarsh   You are wrong Bharat is going to be the bigges â€¦  // t co / ljgmSKzFvP  
23671,positive, _ Khan _ PM Deputy speaker best he asad qaiser se bohot aha he  
13955,negative, _ bhagat You need to go . You're harmful to the minds of Indians who can't distinguish good fiction from your books to save their life .  
34650,neutral,  Didi ko mental hospital bhej ke rahoge aap . Anyway Jai shree ram ðŸ:trade_mark:   
11482,negative, Ghadar Saz Factory ko Band karne ka waqt aa chuka hy . No more Evil Designs !  
32223,positive,   acche sanskar bade aavashyak hai dnyan ka aur sanskaroka koi sambandh nahi hai yeh siddha ho gaya Common s â€¦  
11125,neutral,  There is law of nature every things has to change as per nature you have to follow n â€¦  // t . co / cv0QyNmnlE  
22549,neutral, Oh age ho gyi hogi ache log hamesha hmare sath rehte hain â¤ï¸ don't be sad  
23052,negative,    _ Odisha Chutiya kaat te hai BC khane k nme pr ka khana 120 RS dete hain  
19459,positive,  # Fufa is a hit !! ðŸ’ƒðŸ¾ðŸ’ƒðŸ¾  // t . co / m0kLEXFUzC  
33453,negative,  Ye tera fahm h aapne pas hi rakh .. Teri etni ookat ni h ki hme dra de ...  
718,positive,   _ narendar Sir congrats for your huge win .... i am sail employee and huge fan of your i made mode 11 team before elec â€¦  
3281,neutral,# TRAI dth or set top box ka pehle wala rule tha wo jyada achha tha . Is naye rule ki wajeh se tv dekhna pehle se jy â€¦  // t . co / VfBni6qvRs  
8053,negative,  Haryana me to Bilkul hi nikkmi sarkar bna rkhi hai iss jaise karname krna iss sarkar Ki sha â€¦  // t co / 7pfD4swtyk  
24419,negative,  _ 20 2014 CWG âŸ¶ Anna Hazare âŸ¶ August Kranti âŸ¶ Kejri âŸ¶ 2G âŸ¶ Coalgate âŸ¶ Scam after scam âŸ¶ Rahul is Pappu âŸ¶ Modi ! 2019 Modi âŸ¶ Modi âŸ¶ Modi âŸ¶ M â€¦  
19151,neutral,  T 3177 - 42 years of Amar Akbar Anthony !!! and 14 years of Bunty aur Babli AAA ran for 25 weeks in 25 theatres in Mumb â€¦  
27066,neutral, Bht expectations thi us film se Isiliye dimag ki maa bhn ho gyi thi race3 tozero expectations ke sath dekhne gya tha  
10135,negative,   bhdwe sale kisne ma ne dhoodh pilya h be chutye hrami asaram ki nzyez â€¦  // t co / XbQnlTGr5I  
23251,positive, Congratulations cm sir for win sir please hmari group d ki waiting clear krne ka order dijiye hme apse bhut umeed h  
13550,negative, Very late . Media only defamed Cong by such taglines Cong ka hath Pak ke sath . Media set narrative X p â€¦  // t . co / p0mkzVuuH6  
25681,negative,air Force k weapon upgrade army k waepon etc . Jo Congress nhi kr pai Congress ne to sirf 2g gotala etc bohhat laand â€¦  // t . co / EmmQHK4KI1  
9580,negative, Wah re muslman me dalal jab el hindu KO Mara uski beti KO pareshan kar rage the tab kahan mar gaya â€¦  // t co / rUjbrTaEJM  
13916,neutral, Bikul sahi ji Galtiya maf kiya ja skta hai Par dokha kabhi bhi nhi So be happy and make people happy  
29274,neutral,. Waqt Kabhi ek Jaise Nahi rehte Dushro ko rulane wale Khud bhi Roye Honge Kab â€¦  // t . co / RQlFZ1NXqh  
35851,positive, Congratulations modi jii aap 350 seats above se jite ... apko dher sari bdhayi . Umid h kii jnta ne apko â€¦  // t . co / EHD5XMjUrN  
21874,neutral, Yar unless and until it â€:trade_mark: s a class i have to attend mene khud se kabhi nahi beth k seekhna Nahi hota w â€¦  // t co / zKa1rOz80U  
28006,positive,It â€:trade_mark: s really refreshing to see more and more Igbos becoming more Igbo centric as the day goes by Who would have tho â€¦  // t co / G7Y1uz7NME  
3806,neutral,Rahul Gandhi ka aane wala garibon ka bhavishya bana rahe the  // t . co / V61u85BqNC  
6313,positive,  Hello Salman main aap ki bahut bahut badi fan Hoon Salman please ek baar reply Jarur karna aap toh sab ki help Karte Hai â€¦  
41387,neutral,Modi ji ne tweet padha liya sir appka  // t . co / j5WP0xWMdy  
10686,neutral,  social media ka yehi kaam hain  
9675,negative, Yaar g zartaj gul ka rola mukao kaya dramy shuru ker diye in ministers ne khan ko badnaam aur fail kar â€¦  // t . co / BuoAdJP3eU  
13284,negative,Apne Hindustan mei 23 May ko janme jis bachche ka naam Narendra Modi rakha hai uske pariwar ne Bhagwan kare uss ba â€¦  // t . co / mt4BPYzp5w  
34026,positive,  Haan voters ne gali khane ka Kam Kiya hai tu soch pragya giriraj Amit Smriti anpadh a â€¦  // t . co / vCz5QsPSK5  
7953,positive,# Shakti # Epi791 # SaumyaSpeaks # SS2 # Saumya Aapki har ladai mein my aapke saath khadi rahi hoon â€¦ phir wo chahe dun â€¦  // t . co / tlxCNn7N3O  
22070,neutral, Bhagwan se Dua karta hoon Shri Narendra Modi ji ko hamari bhi Umar Lag Jaye BJP ke liye Maine Kitni m â€¦  // t co / dbRd1bzGtE  
27509,neutral,   _ Dwivedi93 Thanks Himani jiii for ur suggestion .... aaap kmaal ke ho ... mtlb ka â€¦  // t . co / IZChpq5m2O  
32695,positive,  _ anand  Congratulations sir kiran rijiju ji ache hai lekin humara Khel minster humko â€¦  // t . co / aTvdFo4aD2  
26706,negative,  _ zoya  Abe Kate ki aulaad tu sala ishawr kaise bola be Multisemen se h kya Maa M â€¦  // t co / ZJ31zQOcPz  
22409,neutral, sir q bjp ne west bengal ka dusra party ka leader ko apna party mai samil kar rahe hai .. jo logo ka â€¦  // t . co / 5usJ9BlCP7  
11815,neutral,     _ twt  Mere face ka nhi pta but yeh zrur  ke kaam hai ðŸ˜‚  
10869,positive,  Last jumma of this beautiful month Ramazan .. May ALLAH accept all our Dua'as Ibadats and forgive all of us ..( ameen ).â€¦  
30300,negative,  is a chutiya dikho aandha bhakt kon  
14569,negative, Jaise khud ko chautha Satambh claim krne wle log opposition se teekhe sawal krne wle as if they ar â€¦  // t . co / l8AtFTLuTi  
14608,negative, Agar chunaav ka bahiskar karege to mp Rajasthan Or chatisgad ka sasan chodna padega jo kar nahi sakte he â€¦  // tco / HuPjty6WOn  
38358,positive, Sir Maine apki speech deki dil ne kaha azadi ke bad aap jaisa pm koe ni tha apko salute h sir plss s â€¦  // t co / f74ZKDpPTW  
15330,neutral,  Lehaaz-e-Ishq me hi shyd log mujhy fruit Chaat me dal dety hain Warna meri tou whn koi jaga ni . ðŸ˜£  // t . co / moNGKEkevV  
4980,neutral,Presenting to you Riboni's Eid Collection A Play of Pastels To keep it cool in this summer heat we bring to you t â€¦  // t co / vEwc96bKis  
9050,negative,   Chutiye tum ho jo bevkuf ban gye and tumko tameez nhi h kisi ladki se kaise baat â€¦  // t . co / iN9zrQeGYk  
40854,neutral, Duniya ko dkhne ke duniya bhar ke tarike hai . Parduniya ko kisi aur ke tarike se maat dekho . Duniya badi â€¦  // t . co / yx6Z5ann40  
6417,negative,Agr pakistan me one side lover ko jama kiya jai tu ek naya mulk ban sakta hai aur uska tarana ho Ja tujhy maaf â€¦  // t . co / GTZXzo5sYC  
25928,negative, Abe chutiye bolna to sikh le . 12vi fail ko Kya pta desh kaise chalta h . Abe comedy ki kosis kar . Tere se vo b achi nhi hoti h .  
11061,negative, sala kamina media delete this tweet . uski ex already deny kar chuki hai .  
8576,neutral,  _ mixed _ up Idhar kadi ninda nahi kar payenge saab .. ðŸ:trade_mark:  
7831,neutral,P M Narender Modi ne Bharat ko Congress mukat bna diya Rahul Congress ko Gandhi mukat bna denge    
1958,negative,  Sir kaahe bulaya tha is kaale kutte ko exit poll pe hagg diya na kutte ne Kutte ko ch â€¦  // t co / 1WMhew4OaG  
36228,positive, _ KPYadav  _ BJP Kp bhaiya zanta ko aapse bhut ummeed h aap h ki aap kam karoge orr modi ji k visvas â€¦  // t co / bsvWDLQMwj  
23221,negative,  Terrorists ka Separatists ka Naxalites ka Urban naxals ka Jehadiyon ka Tukde-tukde gang ka Corrupt dynasty ka Sabka hisaab kar â€¦  
28453,negative,  Lunch break me bhi darte hue last bench pe jaane waale bhi aajkal fb pe khud ko backbencher bolte hai Arre BC tum ideal st â€¦  
31816,positive, TOTALLY MIND - CH - BLOWING ENTRY . MY HERO . MY CHAMP . TOTALLY FADU DHASU ENTRY ..ðŸ˜˜ðŸ¤˜ðŸ‘ SEXY BIKE SECY DA â€¦  // t . co / rKIBvsIqj3  
30867,positive, # ValueTime _ ValueLife  Guru g teaches us that achhe krm kre sbka bhla kre g apke mrm â€¦  // t . co / dIZTSOCGpE  
31454,negative,     Hindu upper caste ki baat bhi naa karo . Saari stories fake aur planted nikalti hain . From â€¦  
42905,neutral, You will not go away Bhaijaan .. Never  
12407,negative, _ Bhandari RG Not wearing clothes Ek soch hai . Jo pyjama kurta chaddi me Nahi hota . Woh Bina kapde Ke bi reht â€¦  // t . co / QW4PZMdUQb  
20583,positive,Jai Siyaram Today PM MODI ji ki dubara oath karne pr bhaut bhaut bhadhai From-BJP NDA samarthak rashtravadi mahagathbandhan Ram  
44407,negative, Bhosadchod it shud be free for weaker sections of society .. Bhadwa Sala na ghr ka na ghaat ka  
26019,positive, Mam funny I see ram in ramzan !! Happy holiday . # JaiShreeRam  
22441,positive, _ Dayar18 Wishing u a very happy birthday to your mummy ... Bhagwan unhe humesa khush rakhe nd healthy rakhe â€¦  // t . co / wzx9ymxomh  
21966,negative,  BJP ka thekedar RSS hai na .. In dono k bade leaders ke daamaad Mulle h na ðŸ˜‚ .. bahar kar unko  
23714,neutral,  _ nasir   Tarek ! Apnay chashma ka aik number aur barha le takay Shaklon ko sahi pehchan ho werna Burqay ma â€¦  
17136,neutral,Not good for our Mental health naye kale we meet at   // t co / 2tT2DpEMXz  
4250,negative,  Abe nutanki shangie kutte Diloge BAAJI krne se kuch ni hota Hindustan tere baap ki â€¦  // t . co / lm9fFntnU5  
40138,negative, _ Bhau he alias banke BJP join to nahi karegi ?  
29492,positive,PM shri narander modi ji ko 2 bara PM banaya jana par sube das washio ko bhot bhot dhanyawad  
35713,negative, Mona Ji ... Ic Kuty k pily ko itni izat mat do .. Ye  Mariyam ka paid kuta hy ..   
33903,neutral, Bhaijaan He is praying to Iblees with one eye closed Symbol of Dajjal  
41432,neutral,Aur ye YUDKBH ke editors ko pure paise nahi dete kya jo aaye din # samaina scenes kaat ke ghar le jaate hai ..ðŸ¤­ shaya â€¦  // t . co / m9FY9zhFGK  
41867,positive,  _ says  _ cocomo dard e dil ki aah tum na samjho gy kabhi har dil ka matam sar e aam nahi hota  
17778,negative, Yah congress ke neta ke chatukaro ka hi sujhao hai jinke dwara chaukidar chor ka nara lagwa kar congre â€¦  // t co / pTdEyfzd2o  
18624,negative, Therez is page on facebook5saal krjriwalthat page has done most damage to u .. all full of antimodi â€¦  // t . co / qILhq9kAPe  
31428,neutral, Account hack to nahi hoga hai kanhi ??  
37432,neutral, Rahul ko PM isliye nhi banaya uss samay rahul baba k paas sarkar chalane wala dimag nhi tha aur man â€¦  // t co / 0UP1uTWoyB  
9767,neutral, Mmm Chanda see you made me accidentally smile at someone and they smiled back ðŸ˜‚  
40069,positive, priy har Dil ajeej Kaviraj apse ek madad chahiye ek bahut hi bade mudde par aapse baat karna chahte â€¦  // t . co / Vz3MYkf9FB  
6637,positive,a great effort to connect with us ! although it â€:trade_mark: s been a week i fee like i â€:trade_mark: ve known y â€:trade_mark: all for years ! ðŸ¥ºðŸ¥º eek cheesy â€¦  // t . co / ui1jXkAw6T  
30994,negative, Is jese chutyon ka paper ho to 10-15 question modi ke bare me puchh lo ye sale khali chhod ke aa jyenge  
41952,positive,I want to say Â  Happy Birthday To Youwith all my extremely loud voice ) I hope all your dreams and wishes will come â€¦  // t co / Uv5aCZhoHR  
20976,neutral,Tanhaiya to aksar tanha thi tanha ab raat ho gyi Ab to khwabo me bhi nhi aate wo Na jane kaisi ye baat ho gyi  // t co / v4Cz81oQp8  
9492,neutral, __ acha ... prr mny kbhi kisi ko ni btaya ... in fact k asha api ko bhi kbhi ni btaya .... tere ko kesy pta chla rey ?ðŸ˜ž  
19383,neutral,  I don't have any mole or freckle on my wrist . Ya Pata nahi bartan dho dho ker ghissa lia hai . ðŸ˜‚  
40164,neutral, sir begumpura express me A 1 ki a . c kharab ho rakhi hai .. Passenger pareshaan hai .. Baccho ka garmi se â€¦  // t . co / 0YNEe45lby  
3784,neutral, Rahul ji khushi ki baath hai aapne one month keliye party spokesperson ko tv debate me nahi rehne ka n â€¦  // t . co / 6rICDnh5DH  
658,positive,India voted for - stability - strength - 100% electricity - Ujjwala yojana - DBT - Swachchh Bharat - growth - bette â€¦  // t . co / 9lYtDM2Xup  
10623,neutral,  ye aap logo ne kya kiya .  baba ko hara diya or  ko is Gaatbandha â€¦  // t . co / NUi4Iy9suP  
10421,positive, Apko central govt mean koi minister bnaya jaye aisi umeed karta hun Apke pita ji ke liye dukh hua Rip ðŸ˜“  
13219,negative,  _ zeb Kuon kay opposition sawaal nahy kerty sirf bakwas kerty hai ab is ka bhala kia jawab ho  
4943,neutral,    _ music The winner for the REGGAE / RAGGA SONG OF THE YEAR is CHINA -  _ music # GrooveAwards2019 â€¦  
25438,positive, _ vis Really appreciate your true spirit sir !! One day he will bring the change we dream ! # JaiJanaSena # JanaSena # PawanKalyan  
11628,positive,My Great Chairman ke worker se muhbat dekh kar Aaj Sheed Z bhutto or Sheed Rani ke yaad taaza hogae Hum bari Nase â€¦  // t . co / WsSBkD6xvO  
711,negative, Hai saala self acclaimed critics joh bc ab humse panga le raha hai .  
15670,neutral, They used to say this in our school as well . Also that there is an AATMA in the washrooms ...  
3853,neutral,ðŸ‘ on  Ve Maahi | Kesari | Cute Love Story | Akshay Kumar & Parineeti | Latest Hindi Song | Samarth Swarup  // t . co / gAmSrSoiNy  
15060,neutral,   Let see unhe tag karte hai free hue toh ajayenge   
14554,neutral,  Fir makeup kiya suit pahnaya aur hero ghar aaya . Tumne ye video dikhakar bilkul sabit â€¦  // t . co / sitLqFndnn  
35867,positive, _ mohsin Haaye ðŸ˜â¤ï¸ thankyou soo much for this beautiful edit â¤ï¸  
13305,positive,AP CM Y S Jagan mahan Reddy  congratulations sir Looking for the great heights of Andhra Pradesh  // t co / eIOTyrphqN  
29394,negative,    MODI JI MAI DELHI KA C M BNAA TO SABSE PAHLE P M KEY CHARAN CHOOKER NAMAN KRUNGAA DELHI KE 1â€¦  
12557,positive,Ye Raaten Ye Mausam Nadi Ka kinara ...... enjoyed playing this beautiful retro song at a destination wedding in Mumba â€¦  // t . co / MYDqpDOfgR  
31960,neutral,   Par ye to batao ki jab gaadi pe no . Likha hai to homeguard jhoot kyun bol raha hai  
